Date,Close SPX,Close XLK,Price relative
2019-11-21,3103.54,86.7,0.027935841
2019-11-20,3108.46,87.14,0.028033174
2019-11-19,3120.18,87.67,0.028097738
2019-11-18,3122.03,87.5,0.028026637
2019-11-15,3120.46,87.24,0.027957417
2019-11-14,3096.63,86.54,0.02794651
2019-11-13,3094.04,86.64,0.028002224
2019-11-12,3091.84,86.45,0.027960697
2019-11-11,3087.01,86.16,0.027910502
2019-11-08,3093.08,86.12,0.027842797
2019-11-07,3085.18,85.64,0.02775851
2019-11-06,3076.78,84.97,0.027616534
2019-11-05,3074.62,85.01,0.027648945
2019-11-04,3078.27,85.11,0.027648647
2019-11-01,3066.91,84.67,0.027607592
2019-10-31,3037.56,83.67,0.027545135
2019-10-30,3046.77,83.72,0.02747828
2019-10-29,3036.89,83.21,0.027399741
2019-10-28,3039.42,83.97,0.027626981
2019-10-25,3022.55,82.92,0.027433789
2019-10-24,3010.29,81.93,0.027216647
2019-10-23,3004.52,80.75,0.026876173
2019-10-22,2995.99,80.68,0.026929329
2019-10-21,3006.72,81.78,0.027199074
2019-10-18,2986.2,80.91,0.027094635
2019-10-17,2997.95,81.69,0.02724862
2019-10-16,2989.69,81.85,0.02737742
2019-10-15,2995.68,82.42,0.027512952
2019-10-14,2966.15,81.52,0.027483438
2019-10-11,2970.27,81.57,0.02746215
2019-10-10,2938.13,80.46,0.027384765
2019-10-09,2919.4,79.91,0.027372063
2019-10-08,2893.06,78.74,0.027216857
2019-10-07,2938.79,80.21,0.027293546
2019-10-04,2952.01,80.55,0.027286493
2019-10-03,2910.63,79.24,0.027224347
2019-10-02,2887.61,78.28,0.027108924
2019-10-01,2940.25,79.78,0.027133747
2019-09-30,2976.74,80.53,0.027053085
2019-09-27,2961.79,79.69,0.026906026
2019-09-26,2977.62,80.77,0.027125691
2019-09-25,2984.87,80.68,0.027029653
2019-09-24,2966.6,79.73,0.026875885
2019-09-23,2991.78,80.51,0.026910401
2019-09-20,2992.07,80.26,0.026824239
2019-09-19,3006.79,81.46,0.027092015
2019-09-18,3006.73,81.28,0.02703269
2019-09-17,3005.7,81.29,0.027045281
2019-09-16,2997.96,80.96,0.02700503
2019-09-13,3007.39,81.16,0.026986856
2019-09-12,3009.57,81.76,0.027166672
2019-09-11,3000.93,81.32,0.027098266
2019-09-10,2979.39,80.48,0.027012241
2019-09-09,2978.43,80.89,0.027158604
2019-09-06,2978.71,81.5,0.027360837
2019-09-05,2976,81.57,0.027409274
2019-09-04,2937.78,79.9,0.027197408
2019-09-03,2906.27,78.56,0.027031212
2019-08-30,2926.46,79.53,0.027176179
2019-08-29,2924.58,79.55,0.027200487
2019-08-28,2887.94,78.19,0.027074662
2019-08-27,2869.16,78.12,0.027227481
2019-08-26,2878.38,78.24,0.027181957
2019-08-23,2847.11,77.17,0.027104678
2019-08-22,2922.95,79.81,0.027304607
2019-08-21,2924.43,80,0.027355758
2019-08-20,2900.51,79.07,0.027260723
2019-08-19,2923.65,79.47,0.027181776
2019-08-16,2888.68,78.28,0.027098883
2019-08-15,2847.6,76.82,0.026977104
2019-08-14,2840.6,76.96,0.027092868
2019-08-13,2926.32,79.4,0.027133054
2019-08-12,2883.09,77.46,0.026867007
2019-08-09,2918.65,78.49,0.02689257
2019-08-08,2938.09,79.39,0.027020956
2019-08-07,2883.98,77.49,0.026869118
2019-08-06,2881.77,77.01,0.02672316
2019-08-05,2844.74,75.75,0.026628093
2019-08-02,2932.05,79.05,0.026960659
2019-08-01,2953.56,80.36,0.027207844
2019-07-31,2980.38,80.77,0.027100571
2019-07-30,3013.18,82.01,0.027217093
2019-07-29,3020.97,82.54,0.02732235
2019-07-26,3025.86,82.59,0.02729472
2019-07-25,3003.67,82.41,0.027436436
2019-07-24,3019.56,82.75,0.027404655
2019-07-23,3005.47,82.07,0.027306877
2019-07-22,2985.03,81.62,0.027343109
2019-07-19,2976.61,80.69,0.027108019
2019-07-18,2995.11,81.04,0.027057437
2019-07-17,2984.42,80.44,0.026953311
2019-07-16,3004.04,80.65,0.026847179
